Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
Java,All Algorithms implemented in Java,https://github.com/TheAlgorithms/Java,2016-07-16T10:21:02Z,2023-09-21T11:26:17Z,,3823,53617,18155,14,53617,Java,MIT,"['algorithm', 'algorithm-challenges', 'algorithms', 'algorithms-datastructures', 'data-structures', 'hacktoberfest', 'java', 'search', 'sort', 'sorting-algorithms']",True,False,True,False,False,False,False,False,False,master
ML-For-Beginners,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",https://github.com/microsoft/ML-For-Beginners,2021-03-03T01:34:05Z,2023-09-21T10:33:15Z,https://microsoft.github.io/ML-For-Beginners/,225261,53588,11222,9,53588,HTML,MIT,"['data-science', 'education', 'machine-learning', 'machine-learning-algorithms', 'machinelearning', 'machinelearning-python', 'ml', 'python', 'r', 'scikit-learn', 'scikit-learn-python']",False,False,True,True,True,True,False,False,False,main
rails,Ruby on Rails,https://github.com/rails/rails,2008-04-11T02:19:47Z,2023-09-21T10:43:35Z,https://rubyonrails.org,264886,53499,21323,869,53499,Ruby,MIT,"['activejob', 'activerecord', 'framework', 'html', 'mvc', 'rails', 'ruby']",True,True,True,False,False,False,False,False,False,main
tesseract,Tesseract Open Source OCR Engine (main repository),https://github.com/tesseract-ocr/tesseract,2014-08-12T18:04:59Z,2023-09-21T11:14:58Z,https://tesseract-ocr.github.io/,52738,53423,8772,409,53423,C++,Apache-2.0,"['hacktoberfest', 'lstm', 'machine-learning', 'ocr', 'ocr-engine', 'tesseract', 'tesseract-ocr']",True,True,True,True,False,False,False,False,False,main
design-resources-for-developers,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",https://github.com/bradtraversy/design-resources-for-developers,2020-05-06T14:40:35Z,2023-09-21T10:37:44Z,,4679,53240,10824,0,53240,,MIT,[],True,True,True,True,False,False,False,False,False,master
spring-framework,Spring Framework,https://github.com/spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-09-21T11:00:24Z,https://spring.io/projects/spring-framework,197589,53183,36903,1087,53183,Java,Apache-2.0,"['framework', 'spring', 'spring-framework']",True,True,True,True,True,False,False,False,False,main
Ventoy,A new bootable USB solution.,https://github.com/ventoy/Ventoy,2020-03-10T15:19:19Z,2023-09-21T11:40:27Z,https://www.ventoy.net,212489,52858,3731,552,52858,C,GPL-3.0,"['auto-install', 'bootable-usb', 'bsd', 'chromeos', 'iso-files', 'legacy', 'linux', 'multiboot', 'persistence', 'secure-boot', 'uefi', 'unattended', 'unix', 'usb', 'windows']",True,True,True,True,False,True,False,False,False,master
awesome-nodejs,:zap: Delightful Node.js packages and resources,https://github.com/sindresorhus/awesome-nodejs,2014-07-11T13:35:34Z,2023-09-21T11:17:16Z,https://node.cool,1511,52848,5810,4,52848,,CC0-1.0,"['awesome', 'awesome-list', 'javascript', 'list', 'node', 'nodejs']",True,False,True,False,False,True,False,False,False,main
leetcode,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),https://github.com/azl397985856/leetcode,2018-03-30T09:13:51Z,2023-09-21T10:55:14Z,https://leetcode-solution-leetcode-pp.gitbook.io/leetcode-solution/,145549,52454,9430,7,52454,JavaScript,NOASSERTION,"['algo', 'algorithm', 'algorithms', 'algorithms-datastructures', 'computer-science', 'cpp', 'data-structures', 'interview', 'java', 'javascript', 'leetcode', 'leetcode-solutions', 'python', 'tree']",True,True,True,True,False,True,False,False,False,master
gpt4all,gpt4all: open-source LLM chatbots that you can run anywhere,https://github.com/nomic-ai/gpt4all,2023-03-27T18:49:32Z,2023-09-21T11:33:17Z,https://gpt4all.io,13455,52362,5735,279,52362,C++,MIT,['llm-inference'],True,True,True,True,False,False,False,False,False,main
Best-websites-a-programmer-should-visit,:link: Some useful websites for programmers.,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,2017-03-05T20:25:17Z,2023-09-21T11:03:37Z,,1885,52101,6891,797,52101,,MIT,"['books', 'cs', 'hacktoberfest', 'links', 'programmer', 'sites']",True,True,True,True,True,False,False,False,False,master
DeepLearning-500-questions,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,https://github.com/scutan90/DeepLearning-500-questions,2018-06-27T06:36:45Z,2023-09-21T08:16:52Z,https://github.com/scutan90/DeepLearning-500-questions,207074,51574,15688,111,51574,JavaScript,GPL-3.0,[],True,True,True,True,True,False,False,False,False,master
normalize.css,A modern alternative to CSS resets,https://github.com/necolas/normalize.css,2011-05-04T10:20:25Z,2023-09-21T10:58:17Z,http://necolas.github.io/normalize.css/,379,50991,10994,79,50991,CSS,MIT,"['css', 'css-reset', 'normalize-css']",True,False,True,False,True,False,False,False,False,master
react-router,Declarative routing for React,https://github.com/remix-run/react-router,2014-05-16T22:22:51Z,2023-09-21T08:32:16Z,https://reactrouter.com,22174,50964,10139,51,50964,TypeScript,MIT,[],True,False,True,False,False,True,False,False,False,main
PayloadsAllTheThings,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,https://github.com/swisskyrepo/PayloadsAllTheThings,2016-10-18T07:29:07Z,2023-09-21T10:48:18Z,https://swisskyrepo.github.io/PayloadsAllTheThings/,17106,50831,13204,19,50831,Python,MIT,"['bounty', 'bugbounty', 'bypass', 'cheatsheet', 'enumeration', 'hacking', 'hacktoberfest', 'methodology', 'payload', 'payloads', 'penetration-testing', 'pentest', 'privilege-escalation', 'redteam', 'security', 'vulnerability', 'web-application']",False,True,True,False,True,False,False,False,False,master
Semantic-UI,Semantic is a UI component framework based around useful principles from natural language.,https://github.com/Semantic-Org/Semantic-UI,2013-04-08T23:32:04Z,2023-09-21T02:50:27Z,http://www.semantic-ui.com,113116,50763,5102,1076,50763,JavaScript,MIT,"['button', 'css-framework', 'dropdown', 'flexbox', 'popup', 'semantic', 'sidebar', 'tooltip', 'ui', 'ui-components']",True,True,True,True,False,True,False,False,False,master
tabby,A terminal for a more modern age,https://github.com/Eugeny/tabby,2016-12-23T09:06:10Z,2023-09-21T10:36:06Z,https://tabby.sh,92394,50748,3051,1601,50748,TypeScript,MIT,"['serial', 'ssh-client', 'telnet-client', 'terminal', 'terminal-emulators']",True,True,True,True,True,True,False,False,False,master
imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,https://github.com/ocornut/imgui,2014-07-21T14:29:47Z,2023-09-21T10:26:10Z,,81321,50425,8981,913,50425,C++,MIT,"['api', 'cplusplus', 'framework', 'game-development', 'game-engine', 'gamedev', 'gui', 'imgui', 'immediate-gui', 'library', 'multi-platform', 'native', 'toolkit', 'tools', 'ui']",True,False,True,True,False,True,False,False,False,master
obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,https://github.com/obsproject/obs-studio,2013-10-01T02:40:31Z,2023-09-21T10:06:25Z,https://obsproject.com,60304,50348,7193,593,50348,C,GPL-2.0,"['c', 'c-plus-plus', 'directshow', 'facebook-live', 'ffmpeg', 'game-capture', 'live-streaming', 'screen-capture', 'twitch-tv', 'video-recording', 'youtube-live']",True,True,True,True,True,True,False,False,False,master
requests,"A simple, yet elegant, HTTP library.",https://github.com/psf/requests,2011-02-13T18:38:17Z,2023-09-21T08:43:42Z,https://requests.readthedocs.io/en/latest/,12907,50246,9174,261,50246,Python,Apache-2.0,"['client', 'cookies', 'forhumans', 'http', 'humans', 'python', 'python-requests', 'requests']",True,False,True,True,False,False,False,False,False,main
prometheus,The Prometheus monitoring system and time series database.,https://github.com/prometheus/prometheus,2012-11-24T11:14:12Z,2023-09-21T10:52:56Z,https://prometheus.io/,166057,49937,8494,909,49937,Go,Apache-2.0,"['alerting', 'graphing', 'hacktoberfest', 'metrics', 'monitoring', 'prometheus', 'time-series']",True,True,True,True,False,True,False,False,False,main
caddy,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,https://github.com/caddyserver/caddy,2015-01-13T19:45:03Z,2023-09-21T11:36:29Z,https://caddyserver.com,16760,49799,3802,129,49799,Go,Apache-2.0,"['acme', 'automatic-https', 'caddy', 'caddyfile', 'go', 'golang', 'hacktoberfest', 'http', 'http-server', 'http3', 'https', 'privacy', 'reverse-proxy', 'security', 'tls', 'web-server']",True,False,True,False,False,False,False,False,False,master
ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",https://github.com/ionic-team/ionic-framework,2013-08-20T23:06:02Z,2023-09-21T10:28:24Z,https://ionicframework.com,1128764,49487,13666,430,49487,TypeScript,MIT,"['angular', 'capacitor', 'framework', 'frontend', 'ionic', 'ios', 'javascript', 'material-design', 'mobile', 'pwa', 'react', 'stencil', 'stenciljs', 'typescript', 'vue', 'web', 'webcomponents']",True,False,True,True,False,True,False,False,False,main
face_recognition,The world's simplest facial recognition api for Python and the command line,https://github.com/ageitgey/face_recognition,2017-03-03T21:52:39Z,2023-09-21T10:33:30Z,,103959,49373,13111,739,49373,Python,MIT,"['face-detection', 'face-recognition', 'machine-learning', 'python']",True,True,True,True,False,False,False,False,False,master
awesome-courses,:books: List of awesome university courses for learning Computer Science!,https://github.com/prakhar1989/awesome-courses,2014-11-15T18:36:49Z,2023-09-21T10:24:01Z,,1401,49242,8040,48,49242,,,"['awesome', 'awesome-list', 'computer-science', 'courses']",True,True,True,False,True,False,False,False,False,master
awesome-cpp,"A curated list of awesome C++ (or C) frameworks, libraries, resources, and shiny things. Inspired by awesome-... stuff.",https://github.com/fffaraz/awesome-cpp,2014-07-17T08:51:11Z,2023-09-21T09:38:16Z,http://fffaraz.github.io/awesome-cpp/,2182,49111,7256,415,49111,,MIT,"['awesome', 'awesome-list', 'c', 'c-plus-plus', 'cpp', 'cpp-library', 'cppcon', 'libraries', 'list', 'lists', 'programming-tutorial', 'resources']",True,False,True,True,True,True,False,False,False,master
SecLists,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",https://github.com/danielmiessler/SecLists,2012-02-19T01:30:18Z,2023-09-21T10:41:39Z,https://www.owasp.org/index.php/OWASP_Internet_of_Things_Project,937763,48944,23219,38,48944,PHP,MIT,[],True,True,True,True,False,False,False,False,False,master
alacritty,"A cross-platform, OpenGL terminal emulator.",https://github.com/alacritty/alacritty,2016-02-18T05:02:30Z,2023-09-21T10:59:09Z,https://alacritty.org,12921,48650,2829,312,48650,Rust,Apache-2.0,"['bsd', 'gpu', 'linux', 'macos', 'opengl', 'rust', 'terminal', 'terminal-emulators', 'vte', 'windows']",True,False,True,True,False,False,False,False,False,master
material-design-icons,Material Design icons by Google,https://github.com/google/material-design-icons,2014-10-08T18:01:28Z,2023-09-21T08:06:51Z,http://google.github.io/material-design-icons/,2072721,48650,9697,252,48650,,Apache-2.0,"['android', 'icons', 'ios', 'material', 'material-design', 'sprites', 'web']",True,True,False,False,True,False,False,False,False,master
localstack,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline,https://github.com/localstack/localstack,2016-10-25T23:48:03Z,2023-09-21T10:55:03Z,https://localstack.cloud,32155,48519,3677,392,48519,Python,NOASSERTION,"['aws', 'cloud', 'continuous-integration', 'developer-tools', 'localstack', 'python', 'testing']",True,True,True,True,True,False,False,False,False,master
awesome-flutter,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.",https://github.com/Solido/awesome-flutter,2017-05-07T11:45:27Z,2023-09-21T06:50:39Z,,3229,48506,6504,57,48506,Dart,,"['android', 'awesome', 'awesome-list', 'collections', 'cross-platform', 'dartlang', 'flutter', 'flutter-apps', 'flutter-examples', 'flutter-plugin', 'flutter-plugins', 'ios', 'material-design', 'mobile', 'mobile-app', 'mobile-development', 'reactive-programming', 'resources']",False,False,True,False,True,False,False,False,False,master
scrapy,"Scrapy, a fast high-level web crawling & scraping framework for Python.",https://github.com/scrapy/scrapy,2010-02-22T02:01:14Z,2023-09-21T10:51:00Z,https://scrapy.org,25398,48501,10155,711,48501,Python,BSD-3-Clause,"['crawler', 'crawling', 'framework', 'hacktoberfest', 'python', 'scraping', 'web-scraping', 'web-scraping-python']",True,True,False,True,False,False,False,False,False,master
d2l-zh,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,https://github.com/d2l-ai/d2l-zh,2017-08-23T04:40:24Z,2023-09-21T11:39:16Z,http://zh.d2l.ai,316965,48498,9615,48,48498,Python,Apache-2.0,"['book', 'chinese', 'computer-vision', 'deep-learning', 'machine-learning', 'natural-language-processing', 'notebook', 'python']",False,False,True,False,False,False,False,False,False,master
